domain,amount,history,hospital_network,damage_cost,policy_duration,income,loan_amount,fraud
Life,19764,1,1,43936,7.08,35573,197468,0
Life,461806,3,1,10192,5.3,68634,340161,0
Financial,445684,5,1,44053,7.61,96410,195399,0
Health,287176,0,0,62123,2.72,24228,416664,1
Financial,95898,4,0,841,6.31,90228,433076,0
Vehicle,193195,0,0,8808,3.24,40169,159843,0
Health,128339,5,1,1439,2.34,71728,431540,0
Life,175803,1,0,86628,9.13,75033,404202,0
Life,303592,2,0,32074,8.96,81226,305928,0
Health,51948,4,0,23926,6.2,23572,246128,0
Life,456749,3,1,67263,2.53,44963,227298,0
Health,398448,0,1,18992,0.91,30357,362131,0
Health,52595,4,1,68413,2.14,50084,261027,0
Life,83881,4,1,76766,9.64,24555,200106,0
Vehicle,18007,5,0,2128,7.7,49835,192582,1
Financial,282110,2,0,87844,1.17,60808,393496,1
Financial,35706,3,0,12830,8.16,56361,235504,0
Life,269992,5,0,63691,3.84,87185,127204,0
Health,335079,0,0,71683,2.37,82374,401445,1
Financial,263369,4,1,10338,4.5,49894,306261,1
Life,290498,5,1,68341,7.46,71269,254047,0
Financial,327109,4,1,58900,4.63,84825,93686,0
Financial,496154,1,0,16847,1.08,85544,64991,0
Health,292751,2,1,51509,8.98,73241,165914,0
Health,283136,4,0,63826,8.87,46284,483975,1
Vehicle,92550,4,0,65733,2.72,21765,193858,1
Life,345701,3,0,52427,0.73,57804,236451,1
Health,324761,0,0,8651,5.7,95107,414469,1
Health,41227,5,0,69012,2.95,94500,74028,0
Health,193042,3,1,24717,0.91,37931,345589,0
Life,141246,0,1,34698,6.7,54160,238018,0
Life,428244,5,1,53603,9.25,45857,247840,0
Financial,126977,5,0,41491,7.7,73626,380796,1
Financial,468804,3,1,4672,2.1,33734,241797,1
Vehicle,431633,1,1,98148,7.33,98553,412198,1
Vehicle,130356,5,1,33830,7.17,24175,106811,1
Health,193596,5,1,99392,1.76,39720,497510,0
Financial,62340,4,0,15160,9.63,67537,383306,1
Health,93095,3,1,86823,7.96,79748,71308,0
Life,434988,1,0,77681,9.9,54429,384884,0
Life,478832,5,1,27527,1.69,50777,306405,0
Life,235500,1,0,41623,3.39,25424,374701,0
Life,19823,3,1,15504,6.79,83794,190110,0
Financial,493959,5,1,40209,8.24,26676,62995,0
Health,30521,2,1,28097,8.72,84385,457336,0
Life,240556,5,1,30927,7.42,92880,54604,0
Life,133103,2,1,31299,7.0,76327,437021,0
Financial,118073,4,1,37034,7.3,89719,125475,0
Life,264935,1,1,97892,9.6,45820,202466,0
Financial,217974,0,1,4214,5.53,51091,201182,0
Financial,473814,1,0,75410,3.47,36321,488483,1
Financial,279753,5,0,34870,2.89,61893,340958,1
Financial,442192,5,1,55142,1.27,63437,476147,1
Vehicle,319791,4,0,81855,2.35,31064,402927,1
Life,77554,4,1,67679,7.89,87385,344325,0
Life,47001,0,0,57144,4.04,64518,406957,0
Financial,9593,2,1,73660,9.7,79314,443268,1
Life,364400,2,0,34838,9.52,31077,255990,0
Vehicle,353665,5,0,15835,1.76,31324,396794,1
Health,284697,5,0,5581,9.17,88969,378080,1
Health,372256,5,1,11180,2.97,47853,410043,0
Vehicle,38549,2,0,89896,1.08,60500,421428,1
Life,470032,3,1,75288,6.58,93911,150180,0
Financial,494257,4,1,14425,0.25,48913,169650,0
Health,411136,2,1,3100,7.11,72804,471621,0
Vehicle,50700,1,1,63571,4.1,45429,304929,1
Financial,83027,0,1,92337,2.54,63483,55472,0
Vehicle,408033,3,1,3064,9.32,43089,130272,0
Vehicle,154961,4,0,47916,6.33,44087,400843,1
Financial,422712,3,1,39789,8.62,21474,452652,1
Health,15051,5,0,36162,4.18,79135,371106,0
Financial,372973,5,1,8692,0.43,96395,344844,0
Health,171759,4,0,45739,8.91,94958,52729,1
Vehicle,243726,5,0,53083,6.75,96985,419359,1
Life,47303,2,1,53422,1.44,57687,76709,0
Vehicle,403490,0,0,77187,2.67,48351,130482,1
Financial,493665,2,0,958,4.44,73417,280494,0
Life,15170,4,1,63285,9.96,85011,247725,0
Financial,219623,4,0,46264,7.43,86078,337038,0
Financial,293187,0,1,48030,0.29,98266,397878,0
Vehicle,31098,2,1,19368,0.88,70812,464897,0
Life,339843,5,1,59442,4.89,77689,493087,0
Financial,66930,3,0,20085,7.61,47738,210835,0
Financial,297165,3,0,84428,3.26,89924,190720,0
Financial,324818,0,1,30237,6.5,90947,354895,0
Vehicle,291097,2,0,3162,4.48,92012,63372,0
Vehicle,165277,5,1,97995,3.69,68952,208601,1
Financial,451529,3,0,16230,0.01,62698,92363,0
Financial,434566,0,1,86623,5.48,99997,232512,0
Health,312421,5,0,70886,4.57,91952,339635,1
Life,15933,5,1,19955,9.6,76937,164196,0
Life,158807,0,1,86113,4.35,57831,307294,0
Financial,71223,3,0,89158,6.88,59809,295145,0
Financial,115289,0,0,45632,4.91,63767,407701,1
Vehicle,365446,1,1,11774,3.88,81250,82481,0
Vehicle,208045,5,0,68305,1.2,64176,177136,1
Financial,164399,5,0,33157,8.99,82284,483481,1
Vehicle,465881,1,1,24487,2.15,49072,462971,0
Health,350083,1,1,16599,4.07,99369,491527,0
Health,379621,2,1,41592,0.76,66639,385300,0
Vehicle,386886,1,1,57722,4.32,55842,431820,1
Financial,112778,4,0,13783,7.84,33302,182937,1
Life,317632,4,1,7577,5.78,23879,217048,0
Vehicle,20412,0,0,26358,2.21,92521,486441,0
Health,111863,2,0,70036,8.71,88398,369049,1
Life,393236,5,1,67883,0.73,75937,60733,1
Life,420660,5,0,92983,9.05,40923,423331,0
Vehicle,453614,2,0,68288,2.63,62685,255566,1
Financial,399990,4,0,8341,7.81,74197,413254,1
Life,23880,3,1,54695,8.98,42479,149894,0
Vehicle,494407,2,1,66852,1.16,64624,56842,1
Financial,395362,3,0,67003,3.65,61555,72746,0
Life,438224,0,0,76103,7.68,89536,269534,0
Life,175023,4,1,44196,5.21,46279,157276,0
Financial,329851,1,0,83802,9.38,66352,377276,1
Financial,405090,4,1,75141,9.8,31020,320317,1
Health,486651,1,1,45425,5.27,65561,201192,0
Financial,55884,4,1,87455,2.09,40450,184123,0
Life,489515,0,0,27820,5.13,91376,100121,0
Life,349459,4,0,25916,9.76,47724,319960,0
Health,64781,4,1,22866,1.57,35184,228447,0
Vehicle,136577,2,0,44437,9.37,33225,119280,0
Vehicle,27871,1,0,82457,8.36,85890,235018,1
Financial,100474,5,1,82366,8.07,78139,97896,0
Vehicle,375215,0,1,77904,3.93,27699,68578,1
Health,165057,1,0,83320,2.92,20649,396745,1
Vehicle,480013,2,0,39908,3.71,62353,407136,0
Vehicle,281035,1,0,98893,9.84,75705,62296,1
Health,417378,2,0,72217,5.79,99089,327638,1
Financial,423293,3,0,3371,3.98,86852,201351,0
Financial,447777,5,1,83252,2.44,44172,212068,0
Health,382876,0,0,78288,4.12,56892,455650,1
Life,396270,2,0,22010,4.13,37503,155514,0
Vehicle,479247,4,1,94114,2.14,94152,369832,1
Vehicle,455668,5,0,52094,6.04,83716,67421,1
Financial,371444,4,1,71100,6.91,43147,237288,1
Vehicle,73020,4,0,4084,4.41,47657,319248,1
Vehicle,269635,2,1,4046,4.74,96613,295229,0
Vehicle,384218,5,1,65169,4.45,21610,366624,1
Vehicle,277622,4,1,67371,4.33,20769,227088,1
Financial,204056,2,1,32560,1.08,73446,83987,0
Life,130149,2,1,921,7.37,33412,195167,0
Financial,71810,1,1,76915,1.97,89156,121557,0
Life,339002,5,0,10758,7.84,72020,492357,0
Financial,352567,2,1,29962,6.6,55173,470418,1
Financial,128295,0,0,16509,7.24,28567,363759,1
Health,414633,3,1,83981,8.57,37012,289075,0
Health,45686,0,0,69177,8.21,97686,181195,0
Financial,389870,1,0,934,8.89,40544,191855,0
Health,382009,1,0,37309,5.75,41914,70775,1
Life,163525,2,1,49310,1.9,68669,283488,0
Life,428008,2,1,5500,6.34,92114,305944,0
Financial,280137,0,1,41330,5.07,88133,298903,0
Vehicle,94723,2,0,75121,0.43,45074,148814,1
Financial,112445,5,0,33635,1.47,58629,350441,1
Vehicle,15974,3,0,3693,1.25,34313,310154,0
Vehicle,434540,3,1,47433,8.42,24651,224343,0
Life,39421,0,1,36732,8.75,27141,229697,0
Vehicle,485906,4,1,45715,6.67,82352,442859,1
Life,471604,5,1,56394,2.78,79142,455487,0
Financial,267987,0,0,3102,9.87,40034,265863,1
Health,415621,0,1,31184,3.25,68863,66745,0
Life,370165,3,1,97716,1.68,57740,487885,0
Life,174889,0,0,48055,2.36,62995,444975,0
Vehicle,309135,1,1,19198,9.29,44833,468410,0
Vehicle,6145,4,1,87029,9.87,25900,281918,1
Life,161995,3,0,32867,5.38,33811,84607,0
Financial,306294,4,1,25850,0.2,61977,398004,1
Financial,292478,5,0,73633,5.26,39038,353127,1
Financial,318165,2,1,43844,5.69,70816,329308,0
Life,142942,1,1,4147,7.14,46025,189967,0
Vehicle,123619,1,1,88711,8.09,57826,384072,1
Health,314945,4,0,79815,6.95,22108,391279,1
Financial,47625,1,1,26589,4.17,86163,350414,0
Vehicle,226550,1,0,4010,2.74,68299,218661,0
Health,88788,0,0,5813,6.97,55397,222086,0
Vehicle,74108,1,0,48117,9.86,33371,413555,0
Vehicle,414385,0,1,4911,0.51,97039,99720,0
Financial,349561,4,1,94223,8.91,21272,313646,1
Life,344153,3,1,71276,7.5,90420,309563,0
Financial,453691,1,0,43287,4.67,71356,468608,1
Financial,498053,5,0,78465,3.5,64520,198730,0
Vehicle,208867,5,1,49733,4.64,65938,400741,1
Life,57660,3,1,44309,3.47,26814,65215,0
Financial,83436,3,0,1358,2.09,73462,347714,0
Vehicle,248662,0,1,48033,2.86,71049,382536,0
Life,94706,4,0,15108,7.98,75066,464656,0
Life,463467,1,0,13838,0.21,69675,231189,1
Life,104661,4,1,20667,7.19,66627,146247,0
Vehicle,266019,1,1,13360,2.18,32823,495916,0
Life,255807,1,1,2682,2.02,67173,326618,0
Vehicle,19608,5,0,66479,0.95,29079,183107,1
Financial,337673,4,0,12090,8.56,34871,124970,0
Financial,99214,4,0,29115,0.85,80780,203512,0
Vehicle,21308,3,1,3306,5.06,56234,410958,0
Health,360103,5,1,71577,0.87,46075,264686,0
Health,411144,2,1,88943,9.89,61489,119557,0
Vehicle,134948,1,0,12404,9.76,80505,158736,0
Life,73628,2,1,43089,6.44,47368,340218,0
Financial,404529,3,0,66102,7.92,65341,321063,0
Life,442351,0,1,38771,0.2,53167,270716,1
Financial,471577,1,1,75029,5.9,34782,71441,0
Financial,399205,3,0,85047,4.77,28264,487178,1
Life,29357,2,1,17776,1.52,34548,128261,0
Vehicle,324691,0,1,97149,1.64,58945,331624,1
Financial,352986,2,0,13763,2.46,40591,305562,1
Vehicle,474481,2,0,43243,3.18,31293,125068,0
Health,369816,1,1,19142,5.0,79096,238148,0
Vehicle,144285,2,0,12168,0.8,67901,445807,0
Health,150378,2,1,75389,3.72,62251,462839,0
Life,385034,3,0,59997,9.01,68778,336253,0
Health,496262,5,1,7414,5.47,91882,378273,0
Health,58226,5,0,43427,7.46,35312,304950,0
Health,229056,1,1,57409,1.3,35167,132726,0
Vehicle,375692,4,1,34512,4.48,77190,212252,1
Life,224567,3,0,22043,7.36,52465,441235,0
Health,107991,3,0,29143,7.07,65206,350647,1
Health,488503,5,1,19096,5.8,21578,72115,0
Financial,429746,1,0,86129,2.67,86972,162557,0
Health,92498,0,0,63151,2.6,52451,93271,0
Vehicle,452884,2,1,68552,6.45,22325,248072,1
Financial,374168,0,1,41904,9.86,61484,336075,1
Life,413591,4,0,1898,0.05,72480,56166,1
Health,398403,0,0,48829,3.27,76357,417301,1
Health,259401,0,0,58039,3.17,46797,237954,1
Vehicle,460127,1,0,47577,0.94,75477,89976,0
Financial,211100,5,1,7138,0.37,54996,323164,1
Vehicle,420148,3,1,52411,6.13,79594,342683,1
Health,364904,1,1,62408,8.78,59790,342360,0
Life,10697,1,0,87554,3.46,91494,153866,0
Life,423676,0,0,33455,3.5,94355,52291,0
Vehicle,51083,4,0,24224,7.54,49696,369660,1
Life,79596,3,1,93683,1.23,94512,117369,0
Financial,109560,5,1,47387,6.64,97513,157366,0
Life,70128,4,0,2789,7.81,79572,177334,0
Life,58780,2,0,78839,2.03,27140,446499,0
Health,357306,2,1,88219,4.08,25187,151327,0
Life,493635,1,0,42061,2.0,93912,481511,0
Life,438507,5,0,6979,3.51,37123,349730,0
Vehicle,126519,2,1,40021,9.79,99249,192634,0
Vehicle,100920,3,1,41102,4.42,94028,408874,0
Life,182642,0,1,43644,2.02,97148,485859,0
Vehicle,314681,4,0,34771,2.77,75235,370535,1
Life,123171,1,0,80075,4.19,28406,396012,0
Financial,474729,0,1,3896,5.38,46627,334050,1
Vehicle,313242,4,1,40540,7.6,85035,427715,1
Health,190434,5,1,22267,5.55,61861,237038,0
Financial,22715,5,0,37094,3.98,68434,450643,1
Health,36459,1,0,54964,5.67,57090,447068,0
Vehicle,435002,4,1,40451,9.68,86330,84469,1
Financial,50071,1,1,97723,0.07,42695,197308,0
Health,384434,4,1,90982,7.08,63163,315076,0
Health,489932,2,1,65572,8.25,41465,425820,0
Life,171770,1,0,42504,6.69,47800,491758,0
Financial,491682,3,0,5336,9.2,35113,411892,1
Health,350696,2,1,78345,0.99,58575,75006,0
Financial,207852,2,1,2165,5.96,74926,277995,0
Life,394613,2,0,67199,3.41,99684,333829,0
Financial,361691,4,0,57489,4.95,61970,440683,1
Health,353205,1,1,51547,3.23,86874,130969,0
Financial,392106,5,0,16553,2.73,27055,441686,1
Vehicle,208280,0,0,81489,0.71,47042,259425,1
Financial,47526,4,0,74795,5.21,54224,223654,0
Health,193624,5,1,80046,1.66,67505,391696,0
Life,478043,1,1,67437,9.6,49275,59519,0
Life,88739,5,1,36289,3.9,41930,355001,0
Life,377321,0,1,73289,8.71,35523,174638,0
Financial,185883,3,1,22864,9.1,61289,151697,0
Life,215679,2,1,91765,8.31,25780,298073,0
Health,467589,2,0,84681,5.53,84276,378589,1
Vehicle,150435,2,0,96156,1.19,89133,459301,1
Financial,208469,3,0,76697,7.46,40788,340826,1
Vehicle,269763,3,1,12259,7.64,75844,121481,0
Health,344750,1,1,12614,1.94,51645,99902,0
Financial,63147,3,1,52211,1.1,28646,85989,0
Life,150790,3,1,69011,5.46,50878,289466,0
Life,6967,5,1,74271,8.51,57141,281561,0
Health,116636,2,0,41954,4.13,69267,65576,1
Health,62753,0,1,92031,5.45,48218,180104,0
Vehicle,367671,1,0,63817,3.9,40942,302008,1
Health,281086,0,1,46613,1.61,77794,130004,0
Vehicle,485376,3,0,49095,2.01,80843,426650,0
Life,264011,4,0,26366,5.6,80425,395376,0
Financial,179715,1,1,80699,3.93,32210,80702,0
Vehicle,363288,1,0,57433,5.36,62792,235183,1
Health,320086,3,1,12245,8.94,95996,397435,0
Life,177066,0,1,46366,9.03,91707,268288,0
Life,310847,0,0,33464,8.44,61508,466546,0
Health,228244,5,1,42099,2.0,53938,259096,0
Health,81574,4,0,68306,0.16,74548,108581,0
Financial,395368,1,1,44658,4.83,87229,480274,1
Financial,315825,3,1,89628,3.03,96194,289567,0
Health,479038,5,0,49297,2.51,44341,90540,1
Financial,473124,1,0,97336,0.37,57286,384340,1
Financial,480217,3,1,6314,9.46,73730,337896,0
Health,210464,3,1,14076,5.61,96912,94309,0
Vehicle,191615,1,1,22310,4.2,35556,219832,0
Life,47534,4,1,1838,0.99,95854,420683,1
Vehicle,296491,1,1,89496,9.93,68804,255889,1
Vehicle,453063,3,1,87716,6.72,43098,360050,1
Financial,485432,0,1,92364,8.8,34471,165229,0
Health,116846,0,0,45990,7.05,55955,148316,1
Life,358408,1,0,66171,6.13,90854,264437,0
Health,255994,4,0,18783,6.23,44466,59605,1
Health,45171,4,0,25431,5.91,88295,318976,0
Life,354586,5,1,30556,4.52,83007,480448,0
Vehicle,253085,3,1,16700,5.42,70090,444643,0
Financial,441014,3,1,65223,1.53,88717,65706,0
Life,66659,3,1,19489,2.48,61971,276951,0
Vehicle,119531,1,0,27599,7.6,39002,204251,0
Health,133397,3,0,97303,4.38,84431,287180,1
Health,228553,5,0,76807,9.58,93301,278517,1
Vehicle,287326,4,0,69049,3.59,70507,322103,1
Vehicle,65947,1,1,78519,5.98,32422,372104,1
Health,55030,1,0,60568,5.63,31523,310300,0
Financial,119181,0,1,92029,6.49,32269,86440,0
Vehicle,247910,3,1,73972,2.53,55836,230896,1
Health,96371,0,0,20214,5.64,20655,395446,0
Health,114640,2,0,63629,7.3,28067,161321,1
Financial,198574,4,0,97543,2.37,54274,443332,1
Vehicle,366792,1,0,66691,5.18,55201,247384,1
Financial,127013,0,1,32192,3.12,97825,310868,0
Financial,183839,5,0,33286,6.68,30899,480642,1
